request_id,request_time,service_type,client_lat,client_lon
R45106,2024-01-04 19:42:45,TV repair,29.53346863310738,79.62935823770474
R6182,2024-01-04 20:03:22,TV installation,35.0157125493715,87.99689216060352
R13620,2024-01-04 20:13:00,Fridge installation,23.800772854951756,80.71076086989945
R30288,2024-01-04 20:15:43,Fridge installation,33.88444930899026,83.3807544914094
R36931,2024-01-04 21:26:38,TV installation,15.236991102665844,93.71762112971474
R38018,2024-01-04 21:36:57,TV installation,33.54682379903298,96.33485475709536
R24994,2024-01-04 22:05:04,TV repair,29.927980775341762,71.6592946245706
R2959,2024-01-04 22:16:00,TV repair,33.75212664872192,90.38093456258296
R29520,2024-01-04 22:21:29,TV repair,13.570514715490003,94.99784091341338
R11329,2024-01-04 22:51:16,TV repair,9.687060910602664,82.78961048273172
R6878,2024-01-04 22:57:08,Fridge installation,12.421567573303275,95.33509145536317
R46694,2024-01-05 00:26:41,TV repair,14.479731484507472,70.98676231710883
R22600,2024-01-05 00:46:14,Fridge installation,26.954241002712234,87.24290865203074
R34700,2024-01-05 01:27:03,Fridge repair,34.85937027786822,77.40233172401493
R36068,2024-01-05 02:05:56,Fridge installation,30.277393122826805,72.67026521571546
R38104,2024-01-05 02:19:12,Fridge installation,32.35519223502496,96.4873894531657
R28410,2024-01-05 03:05:49,Fridge installation,17.517223314325594,95.16848522212092
R22980,2024-01-05 03:39:04,TV repair,33.41457247993554,78.56111591548512
R24938,2024-01-05 04:05:58,TV repair,36.236198789262524,74.15159918218242
R37712,2024-01-05 04:27:28,Fridge repair,12.74654285697019,79.59846626872059
R41672,2024-01-05 04:40:54,Fridge repair,17.560855865997976,88.94587385516417
R42430,2024-01-05 05:14:16,TV repair,18.606358045573927,86.6185229733619
R17426,2024-01-05 05:29:21,Fridge installation,35.617522659122386,91.14695373534795
R29059,2024-01-05 05:29:49,TV repair,9.762524204666304,90.21617785775987
R37161,2024-01-05 05:51:24,Fridge installation,14.450381216169589,87.26252615001988
R30904,2024-01-05 06:30:51,TV installation,29.29785702460115,71.8186890014482
R18068,2024-01-05 07:15:32,Fridge installation,22.731145113881468,71.17636821284086
R27691,2024-01-05 07:16:43,Fridge installation,12.270663377871761,87.83828095924044
R16984,2024-01-05 07:35:49,TV repair,8.940008147737636,77.78888132444901
R2143,2024-01-05 07:49:36,Fridge repair,18.074570892092645,71.95961004279337
R27751,2024-01-05 07:56:10,Fridge repair,13.624489201766997,95.10290147152537
R3162,2024-01-05 08:44:17,Fridge installation,13.617718769438602,92.57119131649945
R16576,2024-01-05 09:52:33,Fridge repair,15.159840798604804,73.31277119381025
R32549,2024-01-05 09:59:29,Fridge installation,9.742616201062965,76.46303203066897
R709,2024-01-05 10:06:57,Fridge installation,22.73803707608912,71.299706924034
R32753,2024-01-05 10:24:25,TV installation,20.794678326161687,82.39358079915023
R27747,2024-01-05 10:42:49,Fridge repair,28.875670720743777,95.45874495810857
R45551,2024-01-05 11:36:24,Fridge repair,24.892205155997335,77.400827727956
R25492,2024-01-05 12:13:59,Fridge repair,20.628554396904587,88.4200045481405
R7837,2024-01-05 13:34:52,TV installation,32.66989029741804,86.12733097003293
R27524,2024-01-05 13:39:38,TV installation,19.42565072584119,96.51625791615085
R11525,2024-01-05 13:43:07,TV repair,17.896407657056344,79.83198279477412
R155,2024-01-05 14:00:50,Fridge installation,26.571028201608787,88.98808501696668
R32605,2024-01-05 14:01:59,TV installation,25.986249860226902,86.93057261459212
R13990,2024-01-05 14:03:21,TV installation,9.155858946759206,80.64895909148426
R5877,2024-01-05 14:41:09,TV installation,12.141904559418641,71.43859499784882
R44168,2024-01-05 15:45:27,Fridge installation,17.486169834686162,75.15922904417104
R44394,2024-01-05 15:53:24,Fridge repair,28.338450348009513,69.1848078853217
R46788,2024-01-05 16:28:16,Fridge repair,11.196034504034351,90.58186374875714
R45704,2024-01-05 16:43:34,Fridge repair,17.114933640214062,85.37235630860734
R19869,2024-01-05 16:50:09,Fridge repair,36.61510563378677,73.22963256404583
R23708,2024-01-05 17:02:46,TV repair,30.80763229917907,96.62057773881298
R10082,2024-01-05 17:10:30,Fridge repair,32.70328372570475,96.75458815981874
R31839,2024-01-05 17:22:16,Fridge repair,23.46013845475697,92.48523541854772
R20906,2024-01-05 18:18:39,Fridge repair,33.98967731819198,71.91708171210199
R32737,2024-01-05 20:15:57,Fridge repair,33.54241734623899,79.06114266622008
R2968,2024-01-05 20:27:08,Fridge installation,10.424443521343148,78.00821070567346
R4023,2024-01-05 20:57:17,TV repair,9.62072493701629,90.08057440223475
R35399,2024-01-05 21:06:20,TV installation,10.971903344016582,87.0899278632663
R45539,2024-01-05 21:26:34,TV installation,20.945072148381975,87.78706465937422
R3524,2024-01-05 21:40:52,Fridge installation,22.63965398012592,80.30404491318005
R18061,2024-01-05 22:13:48,TV installation,19.06323577134213,95.5683741007648
